记录年月,设备编号,设备类型,所属变电站,月平均负荷率,月最大负荷率,环境温度（℃）,油温（℃）,绕组温度（℃）,绝缘电阻（MΩ）,介质损耗角tanδ,局部放电量（pC）,SF6气体压力（MPa）,距离故障月份,故障时间,故障类型
2024-11-01,EQ-0079,隔离开关,南沙110kV变电站,0.5551,0.6457,17.9,,,,,,,-3,2025-02-15 01:28:00,机械故障
2024-12-01,EQ-0079,隔离开关,南沙110kV变电站,0.6385,0.7378,6.6,,,,,,,-2,2025-02-15 01:28:00,机械故障
2025-01-01,EQ-0079,隔离开关,南沙110kV变电站,0.6243,0.7439,9.9,,,,,,,-1,2025-02-15 01:28:00,机械故障
2025-02-01,EQ-0079,隔离开关,南沙110kV变电站,0.4993,0.6469,11.0,,,,,,,0,2025-02-15 01:28:00,机械故障
2024-11-01,EQ-0260,断路器,天津滨海220kV变电站,0.6089,0.8088,5.0,,,9000.0,,,0.479,-3,2025-02-16 09:16:00,绝缘故障
2024-12-01,EQ-0260,断路器,天津滨海220kV变电站,0.6955,0.9051,1.1,,,8006.0,,,0.449,-2,2025-02-16 09:16:00,绝缘故障
2025-01-01,EQ-0260,断路器,天津滨海220kV变电站,0.6185,0.8096,2.8,,,10508.0,,,0.494,-1,2025-02-16 09:16:00,绝缘故障
2025-02-01,EQ-0260,断路器,天津滨海220kV变电站,0.6116,0.7785,3.9,,,7257.0,,,0.48,0,2025-02-16 09:16:00,绝缘故障
2024-11-01,EQ-0049,断路器,松山湖220kV变电站,0.5544,0.741,16.2,,,7124.0,,,0.487,-3,2025-02-17 21:26:00,外力因素
2024-12-01,EQ-0049,断路器,松山湖220kV变电站,0.6173,0.749,9.2,,,10338.0,,,0.521,-2,2025-02-17 21:26:00,外力因素
2025-01-01,EQ-0049,断路器,松山湖220kV变电站,0.5871,0.769,6.7,,,8262.0,,,0.526,-1,2025-02-17 21:26:00,外力因素
2025-02-01,EQ-0049,断路器,松山湖220kV变电站,0.5227,0.6497,8.6,,,11789.0,,,0.457,0,2025-02-17 21:26:00,外力因素
2024-11-01,EQ-0021,隔离开关,龙华220kV变电站,0.5985,0.7227,18.9,,,,,,,-3,2025-02-22 22:47:00,接触不良
2024-12-01,EQ-0021,隔离开关,龙华220kV变电站,0.7417,0.9839,10.7,,,,,,,-2,2025-02-22 22:47:00,接触不良
2025-01-01,EQ-0021,隔离开关,龙华220kV变电站,0.6955,0.8183,11.2,,,,,,,-1,2025-02-22 22:47:00,接触不良
2025-02-01,EQ-0021,隔离开关,龙华220kV变电站,0.6194,0.7753,14.3,,,,,,,0,2025-02-22 22:47:00,接触不良
2024-11-01,EQ-0210,电容器组,昆山35kV变电站,0.5981,0.7013,13.2,,,,0.00362,,,-3,2025-02-23 03:38:00,鼓肚渗油
2024-12-01,EQ-0210,电容器组,昆山35kV变电站,0.6464,0.7784,7.4,,,,0.0059,,,-2,2025-02-23 03:38:00,鼓肚渗油
2025-01-01,EQ-0210,电容器组,昆山35kV变电站,0.6751,0.826,4.8,,,,0.0035,,,-1,2025-02-23 03:38:00,鼓肚渗油
2025-02-01,EQ-0210,电容器组,昆山35kV变电站,0.6149,0.8128,7.8,,,,0.00598,,,0,2025-02-23 03:38:00,鼓肚渗油
2024-12-01,EQ-0376,断路器,重庆两江220kV变电站,0.5716,0.6678,3.5,,,10686.0,,,0.482,-3,2025-03-04 23:34:00,拒动/误动
2025-01-01,EQ-0376,断路器,重庆两江220kV变电站,0.5628,0.6564,6.3,,,9542.0,,,0.524,-2,2025-03-04 23:34:00,拒动/误动
2025-02-01,EQ-0376,断路器,重庆两江220kV变电站,0.4697,0.5419,9.6,,,7688.0,,,0.479,-1,2025-03-04 23:34:00,拒动/误动
2025-03-01,EQ-0376,断路器,重庆两江220kV变电站,0.4333,0.5448,11.3,,,10425.0,,,0.506,0,2025-03-04 23:34:00,拒动/误动
2024-12-01,EQ-0128,GIS组合电器,张江110kV变电站,0.6611,0.807,6.4,52.7,71.2,9120.0,,12.2,0.492,-3,2025-03-07 04:33:00,绝缘故障
2025-01-01,EQ-0128,GIS组合电器,张江110kV变电站,0.6042,0.7907,6.2,47.7,62.3,9133.0,,3.8,0.469,-2,2025-03-07 04:33:00,绝缘故障
2025-02-01,EQ-0128,GIS组合电器,张江110kV变电站,0.5096,0.687,6.0,39.6,55.2,7853.0,,2.9,0.469,-1,2025-03-07 04:33:00,绝缘故障
2025-03-01,EQ-0128,GIS组合电器,张江110kV变电站,0.5002,0.5908,9.8,52.3,66.5,10976.0,,11.6,0.456,0,2025-03-07 04:33:00,绝缘故障
2024-12-01,EQ-0089,电力变压器,前海110kV变电站,0.6669,0.7864,9.5,54.3,71.6,8080.0,0.00499,12.8,,-3,2025-03-07 09:12:00,油系统故障
2025-01-01,EQ-0089,电力变压器,前海110kV变电站,0.679,0.8385,11.1,53.6,70.2,13095.0,0.00257,6.1,,-2,2025-03-07 09:12:00,油系统故障
2025-02-01,EQ-0089,电力变压器,前海110kV变电站,0.5535,0.7202,10.4,52.1,66.7,11335.0,0.00458,4.6,,-1,2025-03-07 09:12:00,油系统故障
2025-03-01,EQ-0089,电力变压器,前海110kV变电站,0.5387,0.7061,16.6,51.8,66.5,11858.0,0.00565,14.6,,0,2025-03-07 09:12:00,油系统故障
2024-12-01,EQ-0276,避雷器,天津滨海220kV变电站,0.5994,0.7713,-0.6,,,,,,,-3,2025-03-13 01:25:00,瓷套破裂
2025-01-01,EQ-0276,避雷器,天津滨海220kV变电站,0.597,0.7847,-1.0,,,,,,,-2,2025-03-13 01:25:00,瓷套破裂
2025-02-01,EQ-0276,避雷器,天津滨海220kV变电站,0.5089,0.5917,2.8,,,,,,,-1,2025-03-13 01:25:00,瓷套破裂
2025-03-01,EQ-0276,避雷器,天津滨海220kV变电站,0.5048,0.5863,8.4,,,,,,,0,2025-03-13 01:25:00,瓷套破裂
2024-12-01,EQ-0309,避雷器,武昌110kV变电站,0.6541,0.8035,5.4,,,,,,,-3,2025-03-13 05:50:00,阀片劣化
2025-01-01,EQ-0309,避雷器,武昌110kV变电站,0.6029,0.6989,7.2,,,,,,,-2,2025-03-13 05:50:00,阀片劣化
2025-02-01,EQ-0309,避雷器,武昌110kV变电站,0.546,0.7177,1.8,,,,,,,-1,2025-03-13 05:50:00,阀片劣化
2025-03-01,EQ-0309,避雷器,武昌110kV变电站,0.5043,0.5999,9.9,,,,,,,0,2025-03-13 05:50:00,阀片劣化
2024-12-01,EQ-0186,断路器,杭州滨江110kV变电站,0.6842,0.8108,6.4,,,11044.0,,,0.468,-3,2025-03-14 11:52:00,过热故障
2025-01-01,EQ-0186,断路器,杭州滨江110kV变电站,0.6729,0.819,4.4,,,6535.0,,,0.473,-2,2025-03-14 11:52:00,过热故障
2025-02-01,EQ-0186,断路器,杭州滨江110kV变电站,0.6296,0.7808,10.5,,,8093.0,,,0.437,-1,2025-03-14 11:52:00,过热故障
2025-03-01,EQ-0186,断路器,杭州滨江110kV变电站,0.58,0.7575,14.8,,,7779.0,,,0.45,0,2025-03-14 11:52:00,过热故障
2024-12-01,EQ-0219,断路器,亦庄110kV变电站,0.7109,0.8815,3.5,,,11429.0,,,0.459,-3,2025-03-16 19:37:00,机械故障
2025-01-01,EQ-0219,断路器,亦庄110kV变电站,0.6763,0.8262,2.4,,,10448.0,,,0.445,-2,2025-03-16 19:37:00,机械故障
2025-02-01,EQ-0219,断路器,亦庄110kV变电站,0.5723,0.7175,6.0,,,7771.0,,,0.482,-1,2025-03-16 19:37:00,机械故障
2025-03-01,EQ-0219,断路器,亦庄110kV变电站,0.5347,0.6528,10.3,,,10748.0,,,0.512,0,2025-03-16 19:37:00,机械故障
2024-12-01,EQ-0372,断路器,重庆两江220kV变电站,0.5429,0.6815,4.0,,,8450.0,,,0.442,-3,2025-03-23 14:51:00,机械故障
2025-01-01,EQ-0372,断路器,重庆两江220kV变电站,0.5604,0.6532,4.9,,,7478.0,,,0.497,-2,2025-03-23 14:51:00,机械故障
2025-02-01,EQ-0372,断路器,重庆两江220kV变电站,0.521,0.6698,6.1,,,8108.0,,,0.52,-1,2025-03-23 14:51:00,机械故障
2025-03-01,EQ-0372,断路器,重庆两江220kV变电站,0.4621,0.5499,10.2,,,10686.0,,,0.482,0,2025-03-23 14:51:00,机械故障
2024-12-01,EQ-0399,断路器,成都高新35kV变电站,0.7335,0.9788,5.7,,,7921.0,,,0.458,-3,2025-03-24 04:50:00,机械故障
2025-01-01,EQ-0399,断路器,成都高新35kV变电站,0.681,0.8062,2.8,,,9958.0,,,0.455,-2,2025-03-24 04:50:00,机械故障
2025-02-01,EQ-0399,断路器,成都高新35kV变电站,0.5985,0.7233,7.0,,,7843.0,,,0.463,-1,2025-03-24 04:50:00,机械故障
2025-03-01,EQ-0399,断路器,成都高新35kV变电站,0.5928,0.6992,12.7,,,11231.0,,,0.462,0,2025-03-24 04:50:00,机械故障
2024-12-01,EQ-0332,断路器,长沙星沙110kV变电站,0.5392,0.7082,1.2,,,9295.0,,,0.48,-3,2025-03-25 00:58:00,过热故障
2025-01-01,EQ-0332,断路器,长沙星沙110kV变电站,0.5077,0.6437,0.9,,,12057.0,,,0.489,-2,2025-03-25 00:58:00,过热故障
2025-02-01,EQ-0332,断路器,长沙星沙110kV变电站,0.4283,0.5257,5.8,,,7763.0,,,0.437,-1,2025-03-25 00:58:00,过热故障
2025-03-01,EQ-0332,断路器,长沙星沙110kV变电站,0.3959,0.5132,10.4,,,11640.0,,,0.527,0,2025-03-25 00:58:00,过热故障
2024-12-01,EQ-0352,断路器,武侯110kV变电站,0.586,0.7674,6.6,,,8912.0,,,0.523,-3,2025-03-30 23:33:00,机械故障
2025-01-01,EQ-0352,断路器,武侯110kV变电站,0.568,0.6862,3.4,,,12356.0,,,0.473,-2,2025-03-30 23:33:00,机械故障
2025-02-01,EQ-0352,断路器,武侯110kV变电站,0.5332,0.6477,5.3,,,8166.0,,,0.455,-1,2025-03-30 23:33:00,机械故障
2025-03-01,EQ-0352,断路器,武侯110kV变电站,0.5165,0.5961,13.7,,,11066.0,,,0.53,0,2025-03-30 23:33:00,机械故障
2025-01-01,EQ-0121,电容器组,张江110kV变电站,0.6056,0.8013,9.0,,,,0.00404,,,-3,2025-04-02 02:36:00,保护动作
2025-02-01,EQ-0121,电容器组,张江110kV变电站,0.6031,0.7116,8.7,,,,0.00677,,,-2,2025-04-02 02:36:00,保护动作
2025-03-01,EQ-0121,电容器组,张江110kV变电站,0.5733,0.7688,13.7,,,,0.0048,,,-1,2025-04-02 02:36:00,保护动作
2025-04-01,EQ-0121,电容器组,张江110kV变电站,0.5407,0.6898,19.7,,,,0.00371,,,0,2025-04-02 02:36:00,保护动作
2025-01-01,EQ-0276,避雷器,天津滨海220kV变电站,0.597,0.7847,-1.0,,,,,,,-3,2025-04-03 23:17:00,密封失效
2025-02-01,EQ-0276,避雷器,天津滨海220kV变电站,0.5089,0.5917,2.8,,,,,,,-2,2025-04-03 23:17:00,密封失效
2025-03-01,EQ-0276,避雷器,天津滨海220kV变电站,0.5048,0.5863,8.4,,,,,,,-1,2025-04-03 23:17:00,密封失效
2025-04-01,EQ-0276,避雷器,天津滨海220kV变电站,0.5431,0.6889,15.5,,,,,,,0,2025-04-03 23:17:00,密封失效
2025-01-01,EQ-0022,隔离开关,龙华220kV变电站,0.568,0.6805,7.5,,,,,,,-3,2025-04-08 05:33:00,机械故障
2025-02-01,EQ-0022,隔离开关,龙华220kV变电站,0.5615,0.6953,9.3,,,,,,,-2,2025-04-08 05:33:00,机械故障
2025-03-01,EQ-0022,隔离开关,龙华220kV变电站,0.5051,0.6522,14.5,,,,,,,-1,2025-04-08 05:33:00,机械故障
2025-04-01,EQ-0022,隔离开关,龙华220kV变电站,0.4921,0.6612,23.1,,,,,,,0,2025-04-08 05:33:00,机械故障
2025-01-01,EQ-0074,断路器,南沙110kV变电站,0.6529,0.7779,7.5,,,13417.0,,,0.52,-3,2025-04-08 11:19:00,机械故障
2025-02-01,EQ-0074,断路器,南沙110kV变电站,0.553,0.6822,13.2,,,7892.0,,,0.446,-2,2025-04-08 11:19:00,机械故障
2025-03-01,EQ-0074,断路器,南沙110kV变电站,0.5419,0.6359,16.7,,,12539.0,,,0.519,-1,2025-04-08 11:19:00,机械故障
2025-04-01,EQ-0074,断路器,南沙110kV变电站,0.5651,0.6986,24.3,,,9460.0,,,0.493,0,2025-04-08 11:19:00,机械故障
2025-01-01,EQ-0280,GIS组合电器,天津滨海220kV变电站,0.5041,0.672,4.6,41.1,57.9,8655.0,,10.4,0.503,-3,2025-04-14 14:39:00,机械故障
2025-02-01,EQ-0280,GIS组合电器,天津滨海220kV变电站,0.4688,0.6165,-0.4,35.1,51.3,6110.0,,16.3,0.523,-2,2025-04-14 14:39:00,机械故障
2025-03-01,EQ-0280,GIS组合电器,天津滨海220kV变电站,0.4181,0.5013,7.7,48.1,67.3,8336.0,,9.1,0.485,-1,2025-04-14 14:39:00,机械故障
2025-04-01,EQ-0280,GIS组合电器,天津滨海220kV变电站,0.3894,0.4529,13.3,44.3,56.5,7863.0,,12.1,0.503,0,2025-04-14 14:39:00,机械故障
2025-02-01,EQ-0029,避雷器,龙华220kV变电站,0.6057,0.778,11.8,,,,,,,-3,2025-05-03 19:19:00,瓷套破裂
2025-03-01,EQ-0029,避雷器,龙华220kV变电站,0.6274,0.7238,19.3,,,,,,,-2,2025-05-03 19:19:00,瓷套破裂
2025-04-01,EQ-0029,避雷器,龙华220kV变电站,0.5597,0.6524,20.6,,,,,,,-1,2025-05-03 19:19:00,瓷套破裂
2025-05-01,EQ-0029,避雷器,龙华220kV变电站,0.605,0.7576,31.0,,,,,,,0,2025-05-03 19:19:00,瓷套破裂
2025-02-01,EQ-0092,断路器,前海110kV变电站,0.4945,0.6002,10.0,,,9128.0,,,0.54,-3,2025-05-06 18:52:00,机械故障
2025-03-01,EQ-0092,断路器,前海110kV变电站,0.4563,0.565,15.9,,,10070.0,,,0.471,-2,2025-05-06 18:52:00,机械故障
2025-04-01,EQ-0092,断路器,前海110kV变电站,0.4862,0.6285,21.9,,,10936.0,,,0.456,-1,2025-05-06 18:52:00,机械故障
2025-05-01,EQ-0092,断路器,前海110kV变电站,0.4797,0.5633,29.7,,,9043.0,,,0.465,0,2025-05-06 18:52:00,机械故障
2025-02-01,EQ-0280,GIS组合电器,天津滨海220kV变电站,0.4688,0.6165,-0.4,35.1,51.3,6110.0,,16.3,0.523,-3,2025-05-14 14:39:00,外力因素
2025-03-01,EQ-0280,GIS组合电器,天津滨海220kV变电站,0.4181,0.5013,7.7,48.1,67.3,8336.0,,9.1,0.485,-2,2025-05-14 14:39:00,外力因素
2025-04-01,EQ-0280,GIS组合电器,天津滨海220kV变电站,0.3894,0.4529,13.3,44.3,56.5,7863.0,,12.1,0.503,-1,2025-05-14 14:39:00,外力因素
2025-05-01,EQ-0280,GIS组合电器,天津滨海220kV变电站,0.5163,0.6634,21.8,59.5,75.3,10063.0,,11.0,0.493,0,2025-05-14 14:39:00,外力因素
2025-02-01,EQ-0205,断路器,昆山35kV变电站,0.473,0.6371,4.3,,,7686.0,,,0.487,-3,2025-05-16 09:40:00,过热故障
2025-03-01,EQ-0205,断路器,昆山35kV变电站,0.4208,0.5237,15.1,,,6833.0,,,0.518,-2,2025-05-16 09:40:00,过热故障
2025-04-01,EQ-0205,断路器,昆山35kV变电站,0.4512,0.556,21.7,,,10794.0,,,0.519,-1,2025-05-16 09:40:00,过热故障
2025-05-01,EQ-0205,断路器,昆山35kV变电站,0.5164,0.6627,25.2,,,9759.0,,,0.439,0,2025-05-16 09:40:00,过热故障
2025-02-01,EQ-0352,断路器,武侯110kV变电站,0.5332,0.6477,5.3,,,8166.0,,,0.455,-3,2025-05-27 23:33:00,过热故障
2025-03-01,EQ-0352,断路器,武侯110kV变电站,0.5165,0.5961,13.7,,,11066.0,,,0.53,-2,2025-05-27 23:33:00,过热故障
2025-04-01,EQ-0352,断路器,武侯110kV变电站,0.5727,0.743,17.8,,,10281.0,,,0.445,-1,2025-05-27 23:33:00,过热故障
2025-05-01,EQ-0352,断路器,武侯110kV变电站,0.625,0.7979,26.2,,,12892.0,,,0.526,0,2025-05-27 23:33:00,过热故障
2025-02-01,EQ-0415,断路器,沈阳浑南110kV变电站,0.4435,0.5462,-0.1,,,9703.0,,,0.507,-3,2025-05-28 22:51:00,外力因素
2025-03-01,EQ-0415,断路器,沈阳浑南110kV变电站,0.4453,0.5863,5.1,,,8702.0,,,0.521,-2,2025-05-28 22:51:00,外力因素
2025-04-01,EQ-0415,断路器,沈阳浑南110kV变电站,0.4236,0.5612,12.6,,,9893.0,,,0.522,-1,2025-05-28 22:51:00,外力因素
2025-05-01,EQ-0415,断路器,沈阳浑南110kV变电站,0.5041,0.5894,15.1,,,9233.0,,,0.505,0,2025-05-28 22:51:00,外力因素
2025-02-01,EQ-0166,隔离开关,苏州工业园220kV变电站,0.4836,0.6,7.8,,,,,,,-3,2025-05-31 08:24:00,外力因素
2025-03-01,EQ-0166,隔离开关,苏州工业园220kV变电站,0.46,0.5971,10.2,,,,,,,-2,2025-05-31 08:24:00,外力因素
2025-04-01,EQ-0166,隔离开关,苏州工业园220kV变电站,0.4374,0.5484,18.7,,,,,,,-1,2025-05-31 08:24:00,外力因素
2025-05-01,EQ-0166,隔离开关,苏州工业园220kV变电站,0.4785,0.5562,25.9,,,,,,,0,2025-05-31 08:24:00,外力因素
2025-03-01,EQ-0102,避雷器,前海110kV变电站,0.5049,0.5912,16.0,,,,,,,-3,2025-06-02 15:12:00,密封失效
2025-04-01,EQ-0102,避雷器,前海110kV变电站,0.536,0.7128,23.3,,,,,,,-2,2025-06-02 15:12:00,密封失效
2025-05-01,EQ-0102,避雷器,前海110kV变电站,0.6187,0.7219,31.8,,,,,,,-1,2025-06-02 15:12:00,密封失效
2025-06-01,EQ-0102,避雷器,前海110kV变电站,0.7244,0.9191,34.7,,,,,,,0,2025-06-02 15:12:00,密封失效
2025-03-01,EQ-0415,断路器,沈阳浑南110kV变电站,0.4453,0.5863,5.1,,,8702.0,,,0.521,-3,2025-06-02 22:51:00,拒动/误动
2025-04-01,EQ-0415,断路器,沈阳浑南110kV变电站,0.4236,0.5612,12.6,,,9893.0,,,0.522,-2,2025-06-02 22:51:00,拒动/误动
2025-05-01,EQ-0415,断路器,沈阳浑南110kV变电站,0.5041,0.5894,15.1,,,9233.0,,,0.505,-1,2025-06-02 22:51:00,拒动/误动
2025-06-01,EQ-0415,断路器,沈阳浑南110kV变电站,0.5547,0.7415,21.0,,,10186.0,,,0.528,0,2025-06-02 22:51:00,拒动/误动
2025-03-01,EQ-0192,隔离开关,杭州滨江110kV变电站,0.5113,0.6474,16.2,,,,,,,-3,2025-06-04 04:05:00,机械故障
2025-04-01,EQ-0192,隔离开关,杭州滨江110kV变电站,0.6069,0.7259,18.5,,,,,,,-2,2025-06-04 04:05:00,机械故障
2025-05-01,EQ-0192,隔离开关,杭州滨江110kV变电站,0.6387,0.8283,25.0,,,,,,,-1,2025-06-04 04:05:00,机械故障
2025-06-01,EQ-0192,隔离开关,杭州滨江110kV变电站,0.767,1.0083,27.6,,,,,,,0,2025-06-04 04:05:00,机械故障
2025-03-01,EQ-0056,隔离开关,松山湖220kV变电站,0.4256,0.5612,18.2,,,,,,,-3,2025-06-07 10:27:00,机械故障
2025-04-01,EQ-0056,隔离开关,松山湖220kV变电站,0.4627,0.553,20.4,,,,,,,-2,2025-06-07 10:27:00,机械故障
2025-05-01,EQ-0056,隔离开关,松山湖220kV变电站,0.4941,0.583,26.8,,,,,,,-1,2025-06-07 10:27:00,机械故障
2025-06-01,EQ-0056,隔离开关,松山湖220kV变电站,0.5839,0.7175,35.4,,,,,,,0,2025-06-07 10:27:00,机械故障
2025-03-01,EQ-0303,隔离开关,武昌110kV变电站,0.5239,0.6048,14.2,,,,,,,-3,2025-06-07 14:00:00,外力因素
2025-04-01,EQ-0303,隔离开关,武昌110kV变电站,0.5069,0.6048,18.5,,,,,,,-2,2025-06-07 14:00:00,外力因素
2025-05-01,EQ-0303,隔离开关,武昌110kV变电站,0.5435,0.7253,22.4,,,,,,,-1,2025-06-07 14:00:00,外力因素
2025-06-01,EQ-0303,隔离开关,武昌110kV变电站,0.6056,0.7066,26.8,,,,,,,0,2025-06-07 14:00:00,外力因素
2025-03-01,EQ-0050,断路器,松山湖220kV变电站,0.5082,0.5862,19.0,,,10981.0,,,0.485,-3,2025-06-10 08:32:00,机械故障
2025-04-01,EQ-0050,断路器,松山湖220kV变电站,0.4925,0.5956,25.0,,,7073.0,,,0.467,-2,2025-06-10 08:32:00,机械故障
2025-05-01,EQ-0050,断路器,松山湖220kV变电站,0.5506,0.6378,28.5,,,9521.0,,,0.497,-1,2025-06-10 08:32:00,机械故障
2025-06-01,EQ-0050,断路器,松山湖220kV变电站,0.6459,0.8081,35.1,,,6236.0,,,0.482,0,2025-06-10 08:32:00,机械故障
2025-03-01,EQ-0164,隔离开关,苏州工业园220kV变电站,0.4917,0.6212,12.8,,,,,,,-3,2025-06-12 10:36:00,机械故障
2025-04-01,EQ-0164,隔离开关,苏州工业园220kV变电站,0.5099,0.6125,19.0,,,,,,,-2,2025-06-12 10:36:00,机械故障
2025-05-01,EQ-0164,隔离开关,苏州工业园220kV变电站,0.5939,0.7946,22.3,,,,,,,-1,2025-06-12 10:36:00,机械故障
2025-06-01,EQ-0164,隔离开关,苏州工业园220kV变电站,0.6726,0.8203,28.6,,,,,,,0,2025-06-12 10:36:00,机械故障
2025-03-01,EQ-0203,断路器,昆山35kV变电站,0.4552,0.5517,9.6,,,8872.0,,,0.477,-3,2025-06-17 19:41:00,拒动/误动
2025-04-01,EQ-0203,断路器,昆山35kV变电站,0.4641,0.5644,17.2,,,7796.0,,,0.502,-2,2025-06-17 19:41:00,拒动/误动
2025-05-01,EQ-0203,断路器,昆山35kV变电站,0.5086,0.6234,25.1,,,5791.0,,,0.507,-1,2025-06-17 19:41:00,拒动/误动
2025-06-01,EQ-0203,断路器,昆山35kV变电站,0.6469,0.792,29.3,,,10951.0,,,0.519,0,2025-06-17 19:41:00,拒动/误动
2025-03-01,EQ-0384,电容器组,重庆两江220kV变电站,0.4766,0.5668,10.9,,,,0.00298,,,-3,2025-06-18 02:40:00,鼓肚渗油
2025-04-01,EQ-0384,电容器组,重庆两江220kV变电站,0.53,0.6188,14.5,,,,0.00525,,,-2,2025-06-18 02:40:00,鼓肚渗油
2025-05-01,EQ-0384,电容器组,重庆两江220kV变电站,0.5298,0.6872,24.5,,,,0.005,,,-1,2025-06-18 02:40:00,鼓肚渗油
2025-06-01,EQ-0384,电容器组,重庆两江220kV变电站,0.6584,0.8182,29.3,,,,0.00423,,,0,2025-06-18 02:40:00,鼓肚渗油
2025-03-01,EQ-0049,断路器,松山湖220kV变电站,0.4688,0.5884,15.6,,,11429.0,,,0.496,-3,2025-06-23 03:06:00,外力因素
2025-04-01,EQ-0049,断路器,松山湖220kV变电站,0.4869,0.6255,25.3,,,9901.0,,,0.52,-2,2025-06-23 03:06:00,外力因素
2025-05-01,EQ-0049,断路器,松山湖220kV变电站,0.5237,0.6311,31.4,,,12081.0,,,0.499,-1,2025-06-23 03:06:00,外力因素
2025-06-01,EQ-0049,断路器,松山湖220kV变电站,0.5716,0.7416,36.8,,,11554.0,,,0.512,0,2025-06-23 03:06:00,外力因素
2025-03-01,EQ-0431,断路器,大连开发区35kV变电站,0.5877,0.7864,6.2,,,7034.0,,,0.492,-3,2025-06-24 16:58:00,拒动/误动
2025-04-01,EQ-0431,断路器,大连开发区35kV变电站,0.5874,0.7273,10.6,,,6220.0,,,0.478,-2,2025-06-24 16:58:00,拒动/误动
2025-05-01,EQ-0431,断路器,大连开发区35kV变电站,0.647,0.8011,15.8,,,5448.0,,,0.524,-1,2025-06-24 16:58:00,拒动/误动
2025-06-01,EQ-0431,断路器,大连开发区35kV变电站,0.7779,1.0012,19.9,,,5779.0,,,0.522,0,2025-06-24 16:58:00,拒动/误动
2025-03-01,EQ-0124,避雷器,张江110kV变电站,0.6168,0.7719,12.7,,,,,,,-3,2025-06-27 06:05:00,阀片劣化
2025-04-01,EQ-0124,避雷器,张江110kV变电站,0.5998,0.7449,20.4,,,,,,,-2,2025-06-27 06:05:00,阀片劣化
2025-05-01,EQ-0124,避雷器,张江110kV变电站,0.6921,0.8605,25.7,,,,,,,-1,2025-06-27 06:05:00,阀片劣化
2025-06-01,EQ-0124,避雷器,张江110kV变电站,0.8148,0.9582,32.0,,,,,,,0,2025-06-27 06:05:00,阀片劣化
2025-03-01,EQ-0001,电力变压器,龙华220kV变电站,0.4641,0.6119,18.2,59.1,75.6,9921.0,0.00453,8.0,,-3,2025-06-27 12:57:00,油系统故障
2025-04-01,EQ-0001,电力变压器,龙华220kV变电站,0.4614,0.5386,21.1,61.7,77.7,8642.0,0.00307,15.8,,-2,2025-06-27 12:57:00,油系统故障
2025-05-01,EQ-0001,电力变压器,龙华220kV变电站,0.5394,0.7219,28.8,64.5,80.5,9489.0,0.00398,10.4,,-1,2025-06-27 12:57:00,油系统故障
2025-06-01,EQ-0001,电力变压器,龙华220kV变电站,0.6902,0.885,35.7,82.5,102.8,9701.0,0.00401,8.7,,0,2025-06-27 12:57:00,油系统故障
2025-04-01,EQ-0022,隔离开关,龙华220kV变电站,0.4921,0.6612,23.1,,,,,,,-3,2025-07-03 01:44:00,机械故障
2025-05-01,EQ-0022,隔离开关,龙华220kV变电站,0.5957,0.7683,28.3,,,,,,,-2,2025-07-03 01:44:00,机械故障
2025-06-01,EQ-0022,隔离开关,龙华220kV变电站,0.6424,0.8203,33.5,,,,,,,-1,2025-07-03 01:44:00,机械故障
2025-07-01,EQ-0022,隔离开关,龙华220kV变电站,0.8292,1.1,35.2,,,,,,,0,2025-07-03 01:44:00,机械故障
2025-04-01,EQ-0221,断路器,亦庄110kV变电站,0.5532,0.6639,12.9,,,11288.0,,,0.492,-3,2025-07-05 21:05:00,机械故障
2025-05-01,EQ-0221,断路器,亦庄110kV变电站,0.6499,0.8283,18.6,,,10009.0,,,0.496,-2,2025-07-05 21:05:00,机械故障
2025-06-01,EQ-0221,断路器,亦庄110kV变电站,0.7966,0.9384,25.1,,,6829.0,,,0.495,-1,2025-07-05 21:05:00,机械故障
2025-07-01,EQ-0221,断路器,亦庄110kV变电站,0.9298,1.1,32.1,,,7672.0,,,0.48,0,2025-07-05 21:05:00,机械故障
2025-04-01,EQ-0199,避雷器,杭州滨江110kV变电站,0.5402,0.6463,17.4,,,,,,,-3,2025-07-07 14:13:00,阀片劣化
2025-05-01,EQ-0199,避雷器,杭州滨江110kV变电站,0.636,0.8251,26.7,,,,,,,-2,2025-07-07 14:13:00,阀片劣化
2025-06-01,EQ-0199,避雷器,杭州滨江110kV变电站,0.7837,1.0139,31.6,,,,,,,-1,2025-07-07 14:13:00,阀片劣化
2025-07-01,EQ-0199,避雷器,杭州滨江110kV变电站,0.8617,1.0078,31.1,,,,,,,0,2025-07-07 14:13:00,阀片劣化
2025-04-01,EQ-0037,GIS组合电器,龙华220kV变电站,0.5759,0.7402,25.0,64.7,80.6,10785.0,,8.7,0.489,-3,2025-07-08 22:01:00,SF6泄漏
2025-05-01,EQ-0037,GIS组合电器,龙华220kV变电站,0.6165,0.7868,29.2,69.5,86.0,9545.0,,13.1,0.439,-2,2025-07-08 22:01:00,SF6泄漏
2025-06-01,EQ-0037,GIS组合电器,龙华220kV变电站,0.7522,0.9452,35.0,82.0,102.4,9315.0,,20.9,0.441,-1,2025-07-08 22:01:00,SF6泄漏
2025-07-01,EQ-0037,GIS组合电器,龙华220kV变电站,0.8284,0.9925,37.0,82.5,102.7,7041.0,,10.9,0.494,0,2025-07-08 22:01:00,SF6泄漏
