设备编号,设备名称,设备类型,电压等级,所属变电站,所属区域,制造商,投运日期,设计寿命（年）,已运行年限,额定参数,运行状态,年龄风险原始,故障次数,累计修复时间,严重故障次数,严重故障占比,故障风险原始,MTTR(h),MTBF(h),设备可用率,平均巡检评分,巡检次数,缺陷次数,缺陷率,检修次数,平均延期天数,延期次数,延期率,平均负荷率,最大负荷率,平均油温,绝缘电阻,故障风险得分,可靠性得分,运行状态得分,巡检状态得分,检修状态得分,基础风险得分,健康评分,健康等级
EQ-0160,苏州工业园220kV_断路器_08,断路器,110kV,苏州工业园220kV变电站,华东,平高电气,2008-06-04,25,18,rated_current_a=3439.8; breaking_capacity_ka=32.7,备用,0.72,1.0,30.9,0.0,0.0,1.0,30.9,29489.1,0.9989532520325203,84.7375,40,7,0.175,13,2.1538461538461537,3,0.23076923076923078,0.5200975609756098,0.6520487804878049,58.81707317073171,7930.609756097561,100.0,87.46135045476866,52.69827022506209,66.11875,58.46153846153846,36.37795275590552,72.43368575771055,良
EQ-0429,大连开发区35kV_断路器_01,断路器,35kV,大连开发区35kV变电站,东北,沈阳高开,2010-02-28,25,16,rated_current_a=2172.9; breaking_capacity_ka=51.7,正常运行,0.64,1.0,12.0,0.0,,1.0,8.7,29504.75,0.9995934959349594,85.7560975609756,41,6,0.14634146341463414,12,3.1666666666666665,3,0.25,0.6150292682926829,0.7697341463414634,58.81707317073171,8634.780487804877,100.0,96.78870235099855,37.07612599873629,70.92682926829268,55.00000000000001,45.19685039370079,72.43167509956095,良
EQ-0156,苏州工业园220kV_断路器_04,断路器,220kV,苏州工业园220kV变电站,华东,河南森源,2008-08-03,25,18,rated_current_a=3647.4; breaking_capacity_ka=55.8,正常运行,0.72,1.0,55.6,0.0,0.0,1.0,55.6,29464.4,0.9981165311653117,86.5670731707317,82,14,0.17073170731707318,10,2.0,2,0.2,0.49853902439024395,0.6275195121951219,58.81707317073171,8184.682926829269,100.0,77.06960669630952,58.93283149497701,67.67378048780486,64.0,36.37795275590552,72.38934998701859,良
EQ-0375,重庆两江220kV_断路器_07,断路器,35kV,重庆两江220kV变电站,西南,沈阳高开,2015-09-19,25,11,rated_current_a=1296.4; breaking_capacity_ka=59.5,正常运行,0.44,1.0,14.5,1.0,1.0,3.0,14.5,29505.5,0.9995088075880759,86.0078947368421,38,1,0.02631578947368421,12,3.25,2,0.16666666666666666,0.6692317073170732,0.8326292682926829,58.81707317073171,9226.951219512195,81.81818181818181,94.36113173568894,29.857173641015684,89.05657894736842,70.0,67.24409448818898,72.38110282081055,良
EQ-0050,松山湖220kV_断路器_08,断路器,220kV,松山湖220kV变电站,华南,ABB,2013-02-26,25,13,rated_current_a=2729.6; breaking_capacity_ka=62.0,正常运行,0.52,2.0,12.2,0.0,0.0,2.0,6.1,14753.9,0.9995867208672087,87.75125,80,8,0.1,10,3.5,2,0.2,0.5698707317073171,0.7109439024390244,58.81707317073171,8983.560975609756,90.9090909090909,77.90110181537538,49.511217079962,78.875625,64.0,58.425196850393704,72.28359994137958,良
EQ-0179,苏州工业园220kV_GIS组合电器_01,GIS组合电器,220kV,苏州工业园220kV变电站,华东,西门子,2009-01-28,35,17,rated_current_a=3148.5; sf6_pressure_mpa=0.5,正常运行,0.4857142857142857,1.0,12.5,0.0,0.0,1.0,12.5,29507.5,0.9995765582655827,85.14430379746835,79,13,0.16455696202531644,10,2.5,2,0.2,0.6381975609756098,0.7899487804878049,60.83902439024391,8182.707317073171,100.0,95.20256847726456,26.70280471612981,67.8886075949367,64.0,62.20472440944882,72.18483821886427,良
EQ-0309,武昌110kV_避雷器_01,避雷器,110kV,武昌110kV变电站,华中,ABB,2013-02-04,20,13,rated_voltage_kv=215.3,正常运行,0.65,2.0,24.200000000000003,0.0,0.0,2.0,12.100000000000001,14747.9,0.999180216802168,86.45526315789475,38,4,0.10526315789473684,9,0.0,0,0.0,0.6100634146341464,0.7523243902439025,58.81707317073171,9012.036585365855,90.9090909090909,75.37001652289779,41.76389696963812,77.43815789473685,100.0,44.094488188976385,72.17922792888808,良
EQ-0439,大连开发区35kV_避雷器_03,避雷器,35kV,大连开发区35kV变电站,东北,河南久盛,2006-10-11,20,20,rated_voltage_kv=121.4,正常运行,1.0,1.0,4.5,0.0,0.0,1.0,4.5,29515.5,0.9998475609756098,84.65945945945946,37,3,0.08108108108108109,13,3.6923076923076925,4,0.3076923076923077,0.5597268292682926,0.6981658536585366,58.81707317073171,9012.036585365855,100.0,98.56831544356713,51.919915928121476,80.16756756756757,44.61538461538461,5.511811023622045,72.13550097337354,良
EQ-0315,江夏35kV_电力变压器_02,电力变压器,35kV,江夏35kV变电站,华中,特变电工,2010-08-15,30,16,rated_capacity_mva=186.9; rated_current_a=496.8,正常运行,0.5333333333333333,1.0,12.0,0.0,,1.0,8.7,29504.75,0.9995934959349594,86.62105263157895,38,6,0.15789473684210525,10,0.9,1,0.1,0.6858073170731707,0.847339024390244,59.69268292682927,7963.317073170731,100.0,96.78870235099855,16.71129984889318,69.6263157894737,82.0,56.955380577427825,72.03948586614219,良
EQ-0408,沈阳浑南110kV_电力变压器_01,电力变压器,110kV,沈阳浑南110kV变电站,东北,特变电工,2010-07-17,30,16,rated_capacity_mva=102.9; rated_current_a=126.5,备用,0.5333333333333333,1.0,12.0,0.0,,1.0,8.7,29504.75,0.9995934959349594,87.47,40,9,0.225,9,2.7777777777777777,2,0.2222222222222222,0.6613682926829269,0.815980487804878,52.602439024390236,8264.853658536585,100.0,96.78870235099855,34.594216653272916,59.985,60.0,56.955380577427825,71.96987185859707,良
EQ-0124,张江110kV_避雷器_02,避雷器,110kV,张江110kV变电站,华东,浙江金利华,2010-11-21,20,16,rated_voltage_kv=68.9,正常运行,0.8,1.0,9.1,0.0,0.0,1.0,9.1,29510.9,0.9996917344173443,86.0219512195122,41,2,0.04878048780487805,10,3.3,2,0.2,0.6749073170731708,0.8280975609756097,58.81707317073171,9012.036585365855,100.0,96.63301093794314,28.152610020657463,85.69390243902438,64.0,27.559055118110237,71.9671150693848,良
EQ-0010,龙华220kV_断路器_05,断路器,220kV,龙华220kV变电站,华南,沈阳高开,2008-08-07,25,18,rated_current_a=1763.2; breaking_capacity_ka=45.7,正常运行,0.72,1.0,12.0,0.0,,1.0,8.7,29504.75,0.9995934959349594,85.3075,80,9,0.1125,9,3.6666666666666665,3,0.3333333333333333,0.5712365853658536,0.7125609756097561,58.81707317073171,8021.780487804878,100.0,96.78870235099855,42.53171158136521,75.77875,40.0,36.37795275590552,71.8686905620633,良
EQ-0122,张江110kV_电容器组_02,电容器组,35kV,张江110kV变电站,华东,ABB,2010-05-11,20,16,rated_capacity_mvar=26.6,带病运行,0.8,1.0,12.0,0.0,,1.0,8.7,29504.75,0.9995934959349594,86.41749999999999,40,4,0.1,9,8.0,3,0.3333333333333333,0.5846121951219513,0.7470243902439024,58.81707317073171,9012.036585365855,100.0,96.78870235099855,44.95662279933662,78.20875,40.0,27.559055118110237,71.83628304187806,良
EQ-0240,通州35kV_断路器_01,断路器,35kV,通州35kV变电站,华北,平高电气,2013-11-01,25,13,rated_current_a=3890.5; breaking_capacity_ka=53.0,正常运行,0.52,1.0,12.7,0.0,0.0,1.0,12.7,29507.3,0.999569783197832,86.79268292682927,41,3,0.07317073170731707,9,8.555555555555555,5,0.5555555555555556,0.589980487804878,0.7409512195121951,58.81707317073171,9410.487804878048,100.0,95.118424803107,47.68764939758999,82.42073170731707,0.0,58.425196850393704,71.76684428127632,良
EQ-0299,武昌110kV_断路器_02,断路器,110kV,武昌110kV变电站,华中,西门子,2014-03-07,25,12,rated_current_a=1967.9; breaking_capacity_ka=35.4,正常运行,0.48,1.0,7.2,0.0,0.0,1.0,7.2,29512.8,0.9997560975609756,87.18461538461538,39,7,0.1794871794871795,10,4.7,3,0.3,0.6527926829268293,0.8173073170731707,58.81707317073171,9076.536585365853,100.0,97.43237584244002,31.9195006962371,66.66923076923077,46.00000000000001,62.83464566929135,71.75422449004918,良
EQ-0205,昆山35kV_断路器_03,断路器,35kV,昆山35kV变电站,华东,西门子,2007-04-26,25,19,rated_current_a=2722.6; breaking_capacity_ka=47.7,正常运行,0.76,1.0,49.4,0.0,0.0,1.0,49.4,29470.6,0.9983265582655826,83.34210526315789,38,8,0.21052631578947367,11,1.6363636363636365,1,0.09090909090909091,0.5268780487804878,0.6672512195121951,58.81707317073171,8014.1463414634145,100.0,79.678060595194,51.215904749409745,60.09210526315789,83.63636363636364,31.96850393700788,71.75309561573158,良
EQ-0196,杭州滨江110kV_避雷器_01,避雷器,110kV,杭州滨江110kV变电站,华东,河南久盛,2015-07-20,20,11,rated_voltage_kv=110.1,带病运行,0.55,1.0,42.1,1.0,1.0,3.0,42.1,29477.9,0.9985738482384824,85.53157894736842,38,2,0.05263157894736842,10,1.2,2,0.2,0.5692512195121952,0.7034731707317073,58.81707317073171,9012.036585365855,81.81818181818181,82.74930470194509,50.43277255260514,84.87105263157895,64.0,55.118110236220474,71.73342982381439,良
EQ-0220,亦庄110kV_断路器_03,断路器,110kV,亦庄110kV变电站,华北,河南森源,2014-11-15,25,12,rated_current_a=3516.0; breaking_capacity_ka=50.8,正常运行,0.48,1.0,15.3,0.0,0.0,1.0,15.3,29504.7,0.9994817073170732,86.95750000000001,40,4,0.1,11,1.9090909090909092,3,0.2727272727272727,0.6850341463414634,0.8448804878048781,58.81707317073171,8753.024390243903,100.0,94.02455703905866,23.789685322813686,78.47875,50.909090909090914,62.83464566929135,71.7090346302127,良
EQ-0194,杭州滨江110kV_电容器组_01,电容器组,10kV,杭州滨江110kV变电站,华东,思源电气,2010-04-04,20,16,rated_capacity_mvar=30.7,正常运行,0.8,1.0,74.0,0.0,0.0,1.0,74.0,29446.0,0.9974932249322493,88.24871794871794,39,7,0.1794871794871795,11,2.5454545454545454,2,0.18181818181818182,0.4933878048780488,0.6172512195121952,58.81707317073171,9012.036585365855,100.0,69.32838867381363,66.14359075800036,67.20128205128205,67.27272727272728,27.559055118110237,71.65776643313886,良
EQ-0051,松山湖220kV_隔离开关_01,隔离开关,220kV,松山湖220kV变电站,华南,长征电气,2013-07-07,30,13,rated_current_a=1137.4,正常运行,0.43333333333333335,1.0,4.6,0.0,0.0,1.0,4.6,29515.4,0.9998441734417345,86.76582278481013,79,6,0.0759493670886076,12,9.166666666666666,5,0.4166666666666667,0.678709756097561,0.8391146341463415,58.81707317073171,9012.036585365855,100.0,98.52624360648834,26.776252803307912,81.99050632911393,25.0,67.97900262467192,71.65697549379352,良
EQ-0285,石家庄高新35kV_断路器_02,断路器,35kV,石家庄高新35kV变电站,华北,平高电气,2011-11-11,25,15,rated_current_a=2163.5; breaking_capacity_ka=61.2,正常运行,0.6,1.0,12.0,0.0,,1.0,8.7,29504.75,0.9995934959349594,88.03,40,6,0.15,9,5.444444444444445,2,0.2222222222222222,0.6657585365853659,0.8273902439024391,58.81707317073171,8802.585365853658,100.0,96.78870235099855,27.737803434220453,71.515,60.0,49.60629921259844,71.59318107830364,良
EQ-0045,松山湖220kV_断路器_03,断路器,220kV,松山湖220kV变电站,华南,西门子,2013-01-28,25,13,rated_current_a=1658.9; breaking_capacity_ka=48.3,正常运行,0.52,1.0,12.0,0.0,,1.0,8.7,29504.75,0.9995934959349594,87.14177215189873,79,10,0.12658227848101267,9,7.0,4,0.4444444444444444,0.5956780487804878,0.750290243902439,58.81707317073171,8645.121951219513,100.0,96.78870235099855,40.93133406086788,74.58354430379747,20.0,58.425196850393704,71.5740586129823,良
EQ-0143,临港110kV_避雷器_01,避雷器,110kV,临港110kV变电站,华东,河南久盛,2018-05-10,20,8,rated_voltage_kv=56.0,检修停运,0.4,1.0,12.0,0.0,,1.0,8.7,29504.75,0.9995934959349594,86.22999999999999,40,6,0.15,9,6.777777777777778,3,0.3333333333333333,0.6785146341463414,0.8339926829268293,58.81707317073171,9012.036585365855,100.0,96.78870235099855,27.247656731160276,70.615,40.0,71.65354330708661,71.56487614714044,良
EQ-0303,武昌110kV_隔离开关_01,隔离开关,110kV,武昌110kV变电站,华中,河南森源,2011-01-21,30,15,rated_current_a=1803.5,带病运行,0.5,2.0,12.6,0.0,0.0,2.0,6.3,14753.7,0.9995731707317074,87.11025641025641,39,7,0.1794871794871795,9,2.6666666666666665,1,0.1111111111111111,0.5867926829268293,0.735429268292683,58.81707317073171,9012.036585365855,90.9090909090909,77.81673230562613,45.742876994476866,66.63205128205128,80.0,60.629921259842526,71.49699440558527,良
EQ-0262,天津滨海220kV_断路器_07,断路器,220kV,天津滨海220kV变电站,华北,西门子,2015-10-04,25,11,rated_current_a=3764.4; breaking_capacity_ka=34.2,正常运行,0.44,2.0,6.9,0.0,0.0,2.0,3.45,14756.55,0.9997662601626016,87.44500000000001,80,8,0.1,9,4.555555555555555,3,0.3333333333333333,0.5717609756097561,0.7213268292682927,58.81707317073171,9497.926829268292,90.9090909090909,79.01899781955298,51.97384895101739,78.7225,40.0,67.24409448818898,71.45862653020569,良
EQ-0012,龙华220kV_断路器_07,断路器,220kV,龙华220kV变电站,华南,沈阳高开,2013-02-09,25,13,rated_current_a=1292.7; breaking_capacity_ka=42.5,正常运行,0.52,1.0,48.0,1.0,1.0,3.0,48.0,29472.0,0.9983739837398374,86.77051282051282,78,10,0.1282051282051282,10,0.0,0,0.0,0.620980487804878,0.7714365853658537,58.81707317073171,9144.585365853658,81.81818181818181,80.26706631429695,39.83547087031378,74.15448717948718,100.0,58.425196850393704,71.44074565343004,良
EQ-0273,天津滨海220kV_避雷器_01,避雷器,220kV,天津滨海220kV变电站,华北,中国西电,2012-01-14,20,14,rated_voltage_kv=48.0,正常运行,0.7,1.0,12.0,0.0,,1.0,8.7,29504.75,0.9995934959349594,86.08101265822785,79,8,0.10126582278481013,10,3.7,2,0.2,0.682509756097561,0.846390243902439,58.81707317073171,9012.036585365855,100.0,96.78870235099855,25.72923691098177,77.85063291139241,64.0,38.58267716535434,71.43945050564037,良
EQ-0360,武侯110kV_避雷器_01,避雷器,110kV,武侯110kV变电站,西南,西门子,2011-12-11,20,15,rated_voltage_kv=154.5,正常运行,0.75,1.0,12.0,0.0,,1.0,8.7,29504.75,0.9995934959349594,86.7125,40,5,0.125,11,3.5454545454545454,2,0.18181818181818182,0.6646878048780488,0.8286682926829269,58.81707317073171,9012.036585365855,100.0,96.78870235099855,29.19721796417973,74.60625,67.27272727272728,33.07086614173228,71.42248090448163,良
EQ-0230,亦庄110kV_电容器组_02,电容器组,35kV,亦庄110kV变电站,华北,ABB,2015-09-13,20,11,rated_capacity_mvar=11.1,正常运行,0.55,1.0,12.0,0.0,,1.0,8.7,29504.75,0.9995934959349594,86.64,40,4,0.1,12,2.1666666666666665,4,0.3333333333333333,0.6723390243902438,0.8266634146341464,58.81707317073171,9012.036585365855,100.0,96.78870235099855,28.553888961654295,78.32,40.0,55.118110236220474,71.32832928615261,良
EQ-0250,通州35kV_避雷器_02,避雷器,35kV,通州35kV变电站,华北,ABB,2011-10-23,20,15,rated_voltage_kv=146.6,正常运行,0.75,1.0,2.6,0.0,0.0,1.0,2.6,29517.4,0.9999119241192412,85.15135135135135,37,5,0.13513513513513514,9,3.4444444444444446,2,0.2222222222222222,0.6537219512195122,0.8161585365853659,58.81707317073171,9012.036585365855,100.0,99.36768034806398,31.472273733208013,72.30540540540541,60.0,33.07086614173228,71.32088824123845,良
EQ-0296,武昌110kV_电力变压器_02,电力变压器,110kV,武昌110kV变电站,华中,特变电工,2013-09-19,30,13,rated_capacity_mva=105.1; rated_current_a=602.0,正常运行,0.43333333333333335,1.0,5.4,0.0,0.0,1.0,5.4,29514.6,0.9998170731707317,86.69999999999999,41,4,0.0975609756097561,10,7.2,5,0.5,0.6339219512195122,0.7920756097560975,59.19512195121951,9018.951219512195,100.0,98.18966890985807,35.20474566783997,78.71585365853657,10.000000000000014,67.97900262467192,71.28416122678729,良
EQ-0058,松山湖220kV_电容器组_02,电容器组,35kV,松山湖220kV变电站,华南,思源电气,2013-03-13,20,13,rated_capacity_mvar=18.6,正常运行,0.65,1.0,12.0,0.0,,1.0,8.7,29504.75,0.9995934959349594,84.985,40,4,0.1,9,2.3333333333333335,2,0.2222222222222222,0.6857121951219513,0.8576707317073171,58.81707317073171,9012.036585365855,100.0,96.78870235099855,24.39398851388586,77.4925,60.0,44.094488188976385,71.26986199187452,良
EQ-0312,武昌110kV_避雷器_04,避雷器,110kV,武昌110kV变电站,华中,河南久盛,2011-01-03,20,15,rated_voltage_kv=72.1,正常运行,0.75,1.0,5.2,0.0,0.0,1.0,5.2,29514.8,0.9998238482384824,87.66499999999999,40,8,0.2,9,6.0,2,0.2222222222222222,0.6215804878048781,0.776980487804878,58.81707317073171,9012.036585365855,100.0,98.27381258401566,38.36145935020299,63.832499999999996,60.0,33.07086614173228,71.20901600101696,良
EQ-0231,亦庄110kV_避雷器_01,避雷器,110kV,亦庄110kV变电站,华北,西门子,2009-03-21,20,17,rated_voltage_kv=154.2,正常运行,0.85,1.0,12.0,0.0,,1.0,8.7,29504.75,0.9995934959349594,86.13076923076923,39,7,0.1794871794871795,9,4.888888888888889,3,0.3333333333333333,0.5504878048780488,0.6901926829268292,58.81707317073171,9012.036585365855,100.0,96.78870235099855,53.610963219755085,66.1423076923077,40.0,22.047244094488207,71.20600367744571,良
EQ-0171,苏州工业园220kV_电容器组_03,电容器组,35kV,苏州工业园220kV变电站,华东,荣信股份,2011-04-27,20,15,rated_capacity_mvar=27.5,检修停运,0.75,2.0,7.3,0.0,0.0,2.0,3.65,14756.35,0.9997527100271003,86.82564102564102,39,5,0.1282051282051282,10,2.5,1,0.1,0.5684658536585366,0.7073609756097561,58.81707317073171,9012.036585365855,90.9090909090909,78.93462830980373,50.17495656411238,74.18205128205128,82.0,33.07086614173228,71.18358400853687,良
EQ-0074,南沙110kV_断路器_04,断路器,110kV,南沙110kV变电站,华南,河南森源,2019-11-12,25,7,rated_current_a=3644.3; breaking_capacity_ka=44.5,正常运行,0.28,1.0,6.9,0.0,0.0,1.0,6.9,29513.1,0.9997662601626016,85.9219512195122,41,6,0.14634146341463414,11,5.454545454545454,6,0.5454545454545454,0.6647609756097561,0.8198292682926829,58.81707317073171,9983.707317073171,100.0,97.55859135367636,36.72657298739193,71.00975609756097,1.8181818181818272,84.88188976377953,71.17850344104393,良
EQ-0148,苏州工业园220kV_电力变压器_01,电力变压器,220kV,苏州工业园220kV变电站,华东,ABB,2011-01-26,30,15,rated_capacity_mva=125.0; rated_current_a=309.9,正常运行,0.5,1.0,2.3,0.0,0.0,1.0,2.3,29517.7,0.9999220867208672,86.21234567901234,81,17,0.20987654320987653,9,7.555555555555555,3,0.3333333333333333,0.6171048780487806,0.7633048780487806,60.99024390243902,8706.512195121952,100.0,99.49389585930032,34.72793298206386,61.62469135802469,40.0,60.629921259842526,71.1510615979608,良
EQ-0209,昆山35kV_隔离开关_03,隔离开关,110kV,昆山35kV变电站,华东,新东北电气,2008-08-22,30,18,rated_current_a=2447.3,正常运行,0.6,1.0,2.2,0.0,0.0,1.0,2.2,29517.8,0.9999254742547425,85.02307692307693,39,11,0.28205128205128205,9,8.11111111111111,3,0.3333333333333333,0.5751341463414634,0.7190560975609757,58.81707317073171,9012.036585365855,100.0,99.5359676963791,48.43194546648753,50.20384615384616,40.0,49.60629921259844,71.08478947691009,良
EQ-0423,沈阳浑南110kV_避雷器_02,避雷器,110kV,沈阳浑南110kV变电站,东北,浙江金利华,2011-05-22,20,15,rated_voltage_kv=80.4,正常运行,0.75,1.0,33.9,1.0,1.0,3.0,33.9,29486.1,0.9988516260162601,87.3578947368421,38,4,0.10526315789473684,10,1.1,1,0.1,0.5642999999999999,0.7043536585365854,58.81707317073171,9012.036585365855,81.81818181818181,86.19919534240522,50.88574876042561,77.88947368421051,82.0,33.07086614173228,71.06204194191643,良
EQ-0206,昆山35kV_断路器_04,断路器,35kV,昆山35kV变电站,华东,沈阳高开,2006-04-04,25,20,rated_current_a=3731.8; breaking_capacity_ka=42.9,正常运行,0.8,1.0,3.1,0.0,0.0,1.0,3.1,29516.9,0.9998949864498645,84.01891891891891,37,4,0.10810810810810811,11,1.3636363636363635,1,0.09090909090909091,0.6688634146341463,0.8324756097560976,58.81707317073171,7574.90243902439,100.0,99.15732116267007,18.417103739818092,75.79324324324324,83.63636363636364,27.559055118110237,71.0034133424315,良
EQ-0344,长沙星沙110kV_避雷器_04,避雷器,110kV,长沙星沙110kV变电站,华中,中国西电,2013-02-02,20,13,rated_voltage_kv=89.2,正常运行,0.65,1.0,12.0,0.0,,1.0,8.7,29504.75,0.9995934959349594,87.30512820512821,39,1,0.02564102564102564,10,5.9,4,0.4,0.6642512195121951,0.825919512195122,58.81707317073171,9012.036585365855,100.0,96.78870235099855,29.485757646607098,89.80641025641026,28.0,44.094488188976385,70.93530235688031,良
