设备编号,检修日期,设备类型,所属变电站,检修前_月平均负荷率,检修后_月平均负荷率,月平均负荷率_变化率(%),检修前_月最大负荷率,检修后_月最大负荷率,月最大负荷率_变化率(%),检修前_油温（℃）,检修后_油温（℃）,油温（℃）_变化率(%),检修前_绕组温度（℃）,检修后_绕组温度（℃）,绕组温度（℃）_变化率(%),检修前_绝缘电阻（MΩ）,检修后_绝缘电阻（MΩ）,绝缘电阻（MΩ）_变化率(%),检修前_介质损耗角tanδ,检修后_介质损耗角tanδ,介质损耗角tanδ_变化率(%),检修前_局部放电量（pC）,检修后_局部放电量（pC）,局部放电量（pC）_变化率(%),检修前_SF6气体压力（MPa）,检修后_SF6气体压力（MPa）,SF6气体压力（MPa）_变化率(%)
EQ-0402,2024-09-23 00:00:00,隔离开关,成都高新35kV变电站,0.764,0.577,-24.56,0.944,0.7,-25.83,,,,,,,,,,,,,,,,,,
EQ-0302,2024-10-12 00:00:00,断路器,武昌110kV变电站,0.64,0.574,-10.33,0.782,0.712,-8.93,,,,,,,9027.333,7556.0,-16.3,,,,,,,0.469,0.476,1.42
EQ-0001,2024-09-16 00:00:00,电力变压器,龙华220kV变电站,0.739,0.536,-27.53,0.905,0.674,-25.6,81.7,55.1,-32.56,101.3,71.533,-29.38,9667.333,9019.667,-6.7,0.005,0.005,0.0,10.133,13.3,31.25,,,
EQ-0297,2024-09-23 00:00:00,电力变压器,武昌110kV变电站,0.66,0.487,-26.17,0.821,0.585,-28.77,73.1,45.967,-37.12,89.133,61.1,-31.45,8433.333,9009.333,6.83,0.004,0.005,30.37,9.8,7.1,-27.55,,,
EQ-0068,2024-10-04 00:00:00,电力变压器,南沙110kV变电站,0.538,0.476,-11.63,0.708,0.597,-15.67,73.9,45.767,-38.07,92.0,59.433,-35.4,10691.667,7679.667,-28.17,0.005,0.004,-25.15,9.4,6.733,-28.37,,,
EQ-0223,2024-09-23 00:00:00,断路器,亦庄110kV变电站,0.678,0.549,-18.98,0.83,0.712,-14.2,,,,,,,8889.333,9514.333,7.03,,,,,,,0.499,0.468,-6.28
EQ-0400,2024-10-09 00:00:00,隔离开关,成都高新35kV变电站,0.689,0.615,-10.72,0.871,0.768,-11.79,,,,,,,,,,,,,,,,,,
EQ-0217,2024-09-23 00:00:00,电力变压器,亦庄110kV变电站,0.811,0.61,-24.82,0.991,0.754,-23.99,77.8,49.433,-36.46,96.733,66.167,-31.6,8473.667,8114.0,-4.24,0.005,0.004,-15.79,13.367,12.8,-4.24,,,
EQ-0083,2024-09-23 00:00:00,避雷器,南沙110kV变电站,0.9,0.632,-29.74,1.028,0.785,-23.62,,,,,,,,,,,,,,,,,,
EQ-0380,2024-09-24 00:00:00,隔离开关,重庆两江220kV变电站,0.722,0.548,-24.05,0.889,0.663,-25.5,,,,,,,,,,,,,,,,,,
EQ-0079,2024-09-24 00:00:00,隔离开关,南沙110kV变电站,0.752,0.583,-22.51,0.989,0.702,-28.98,,,,,,,,,,,,,,,,,,
EQ-0332,2024-10-19 00:00:00,断路器,长沙星沙110kV变电站,0.563,0.507,-10.0,0.721,0.644,-10.64,,,,,,,8523.333,10206.333,19.75,,,,,,,0.461,0.5,8.61
EQ-0131,2024-09-24 00:00:00,电力变压器,临港110kV变电站,0.63,0.476,-24.44,0.757,0.588,-22.32,68.667,52.933,-22.91,87.367,66.933,-23.39,9963.0,9567.333,-3.97,0.004,0.004,11.8,4.8,5.267,9.72,,,
EQ-0027,2024-09-24 00:00:00,避雷器,龙华220kV变电站,0.812,0.617,-23.92,1.0,0.776,-22.42,,,,,,,,,,,,,,,,,,
EQ-0028,2024-09-24 00:00:00,避雷器,龙华220kV变电站,0.788,0.644,-18.24,1.017,0.828,-18.54,,,,,,,,,,,,,,,,,,
EQ-0261,2024-10-14 00:00:00,断路器,天津滨海220kV变电站,0.768,0.695,-9.49,0.927,0.888,-4.25,,,,,,,8586.333,8030.0,-6.48,,,,,,,0.502,0.471,-6.11
EQ-0358,2024-09-24 00:00:00,电容器组,武侯110kV变电站,0.791,0.649,-17.9,0.956,0.804,-15.84,,,,,,,,,,0.005,0.004,-7.64,,,,,,
EQ-0343,2024-09-24 00:00:00,避雷器,长沙星沙110kV变电站,0.809,0.582,-28.1,0.983,0.717,-27.14,,,,,,,,,,,,,,,,,,
EQ-0390,2024-09-24 00:00:00,避雷器,重庆两江220kV变电站,0.636,0.481,-24.45,0.764,0.595,-22.16,,,,,,,,,,,,,,,,,,
EQ-0004,2024-09-24 00:00:00,电力变压器,龙华220kV变电站,0.783,0.597,-23.75,0.962,0.769,-19.99,81.533,57.2,-29.84,101.3,74.9,-26.06,6108.0,9541.667,56.22,0.004,0.003,-19.55,8.8,11.267,28.03,,,
EQ-0008,2024-09-24 00:00:00,断路器,龙华220kV变电站,0.631,0.485,-23.16,0.797,0.575,-27.87,,,,,,,6790.333,8954.667,31.87,,,,,,,0.479,0.493,2.85
EQ-0115,2024-09-24 00:00:00,断路器,张江110kV变电站,0.698,0.531,-23.96,0.922,0.652,-29.28,,,,,,,5838.667,9026.333,54.6,,,,,,,0.504,0.456,-9.65
EQ-0145,2024-09-25 00:00:00,避雷器,临港110kV变电站,0.685,0.509,-25.79,0.838,0.613,-26.8,,,,,,,,,,,,,,,,,,
EQ-0361,2024-09-25 00:00:00,避雷器,武侯110kV变电站,0.84,0.649,-22.71,1.021,0.792,-22.44,,,,,,,,,,,,,,,,,,
EQ-0362,2024-09-25 00:00:00,避雷器,武侯110kV变电站,0.82,0.623,-24.08,1.005,0.775,-22.84,,,,,,,,,,,,,,,,,,
EQ-0280,2024-09-25 00:00:00,GIS组合电器,天津滨海220kV变电站,0.637,0.475,-25.41,0.802,0.608,-24.22,66.4,44.8,-32.53,80.6,60.533,-24.9,6793.333,7390.0,8.78,,,,7.567,10.9,44.05,0.491,0.461,-6.24
EQ-0124,2024-09-25 00:00:00,避雷器,张江110kV变电站,0.845,0.645,-23.64,1.011,0.802,-20.72,,,,,,,,,,,,,,,,,,
EQ-0425,2024-09-25 00:00:00,避雷器,沈阳浑南110kV变电站,0.829,0.608,-26.71,1.014,0.752,-25.82,,,,,,,,,,,,,,,,,,
EQ-0206,2024-09-25 00:00:00,断路器,昆山35kV变电站,0.871,0.633,-27.39,1.023,0.791,-22.68,,,,,,,7563.0,7117.0,-5.9,,,,,,,0.475,0.49,3.23
EQ-0089,2024-10-18 00:00:00,电力变压器,前海110kV变电站,0.734,0.656,-10.62,0.891,0.788,-11.48,76.833,55.1,-28.29,95.133,71.433,-24.91,11018.667,9375.333,-14.91,0.004,0.004,2.05,7.9,7.433,-5.91,,,
EQ-0278,2024-09-25 00:00:00,避雷器,天津滨海220kV变电站,0.668,0.462,-30.75,0.818,0.568,-30.59,,,,,,,,,,,,,,,,,,
EQ-0157,2024-09-25 00:00:00,断路器,苏州工业园220kV变电站,0.806,0.595,-26.14,0.957,0.75,-21.62,,,,,,,7461.667,6438.333,-13.71,,,,,,,0.496,0.468,-5.51
EQ-0218,2024-09-25 00:00:00,断路器,亦庄110kV变电站,0.78,0.617,-20.83,0.972,0.745,-23.33,,,,,,,7630.333,9051.667,18.63,,,,,,,0.512,0.504,-1.63
EQ-0116,2024-09-25 00:00:00,隔离开关,张江110kV变电站,0.764,0.595,-22.1,0.965,0.728,-24.58,,,,,,,,,,,,,,,,,,
EQ-0118,2024-10-08 00:00:00,隔离开关,张江110kV变电站,0.755,0.674,-10.76,0.931,0.818,-12.13,,,,,,,,,,,,,,,,,,
EQ-0317,2024-09-25 00:00:00,断路器,江夏35kV变电站,0.595,0.462,-22.28,0.781,0.571,-26.94,,,,,,,7982.667,6626.667,-16.99,,,,,,,0.487,0.495,1.5
EQ-0337,2024-10-24 00:00:00,隔离开关,长沙星沙110kV变电站,0.686,0.652,-4.99,0.852,0.773,-9.29,,,,,,,,,,,,,,,,,,
EQ-0342,2024-09-26 00:00:00,避雷器,长沙星沙110kV变电站,0.643,0.48,-25.4,0.814,0.564,-30.71,,,,,,,,,,,,,,,,,,
EQ-0315,2024-10-05 00:00:00,电力变压器,江夏35kV变电站,0.75,0.65,-13.33,0.883,0.836,-5.33,70.5,50.8,-27.94,90.833,68.567,-24.51,8187.0,6433.333,-21.42,0.005,0.003,-39.71,7.1,9.233,30.05,,,
EQ-0222,2024-10-17 00:00:00,断路器,亦庄110kV变电站,0.533,0.492,-7.58,0.636,0.601,-5.58,,,,,,,7730.333,8306.667,7.46,,,,,,,0.5,0.474,-5.2
EQ-0150,2024-09-26 00:00:00,电力变压器,苏州工业园220kV变电站,0.711,0.541,-23.95,0.855,0.672,-21.44,71.733,52.167,-27.28,89.933,68.467,-23.87,9219.667,10244.0,11.11,0.005,0.005,-3.12,12.8,4.767,-62.76,,,
EQ-0034,2024-09-27 00:00:00,避雷器,龙华220kV变电站,0.741,0.563,-24.06,0.972,0.689,-29.11,,,,,,,,,,,,,,,,,,
EQ-0240,2024-10-05 00:00:00,断路器,通州35kV变电站,0.671,0.587,-12.55,0.8,0.76,-5.03,,,,,,,8814.667,10140.333,15.04,,,,,,,0.485,0.481,-0.69
EQ-0054,2024-09-27 00:00:00,隔离开关,松山湖220kV变电站,0.745,0.574,-22.96,0.929,0.708,-23.79,,,,,,,,,,,,,,,,,,
EQ-0208,2024-10-21 00:00:00,隔离开关,昆山35kV变电站,0.619,0.55,-11.16,0.76,0.686,-9.73,,,,,,,,,,,,,,,,,,
EQ-0296,2024-10-25 00:00:00,电力变压器,武昌110kV变电站,0.707,0.641,-9.33,0.862,0.826,-4.14,67.067,50.033,-25.4,86.1,66.867,-22.34,7207.0,10096.667,40.1,0.003,0.006,72.58,8.0,7.333,-8.33,,,
EQ-0069,2024-10-09 00:00:00,电力变压器,南沙110kV变电站,0.707,0.645,-8.69,0.876,0.827,-5.56,75.4,54.133,-28.21,93.067,71.9,-22.74,9595.0,7981.0,-16.82,0.004,0.003,-27.5,10.4,9.6,-7.69,,,
EQ-0214,2024-09-27 00:00:00,避雷器,昆山35kV变电站,0.763,0.587,-23.11,0.938,0.763,-18.73,,,,,,,,,,,,,,,,,,
EQ-0031,2024-09-27 00:00:00,避雷器,龙华220kV变电站,0.807,0.598,-25.92,1.027,0.727,-29.22,,,,,,,,,,,,,,,,,,
EQ-0187,2024-09-27 00:00:00,断路器,杭州滨江110kV变电站,0.843,0.652,-22.66,1.06,0.806,-23.95,,,,,,,8742.333,10037.333,14.81,,,,,,,0.478,0.461,-3.62
EQ-0122,2024-10-18 00:00:00,电容器组,张江110kV变电站,0.647,0.588,-9.1,0.832,0.773,-7.08,,,,,,,,,,0.003,0.004,42.36,,,,,,
EQ-0275,2024-10-08 00:00:00,避雷器,天津滨海220kV变电站,0.776,0.679,-12.5,0.931,0.859,-7.67,,,,,,,,,,,,,,,,,,
EQ-0405,2024-09-27 00:00:00,避雷器,成都高新35kV变电站,0.724,0.533,-26.38,0.917,0.667,-27.24,,,,,,,,,,,,,,,,,,
EQ-0204,2024-09-27 00:00:00,断路器,昆山35kV变电站,0.674,0.522,-22.51,0.896,0.649,-27.6,,,,,,,7396.667,8552.333,15.62,,,,,,,0.465,0.452,-2.94
EQ-0388,2024-09-27 00:00:00,避雷器,重庆两江220kV变电站,0.786,0.608,-22.61,0.948,0.723,-23.72,,,,,,,,,,,,,,,,,,
EQ-0059,2024-09-27 00:00:00,避雷器,松山湖220kV变电站,0.705,0.545,-22.7,0.887,0.696,-21.56,,,,,,,,,,,,,,,,,,
EQ-0056,2024-09-27 00:00:00,隔离开关,松山湖220kV变电站,0.699,0.507,-27.45,0.883,0.636,-28.0,,,,,,,,,,,,,,,,,,
EQ-0269,2024-09-28 00:00:00,隔离开关,天津滨海220kV变电站,0.737,0.583,-20.97,0.949,0.752,-20.75,,,,,,,,,,,,,,,,,,
EQ-0417,2024-10-25 00:00:00,隔离开关,沈阳浑南110kV变电站,0.58,0.528,-8.97,0.694,0.654,-5.79,,,,,,,,,,,,,,,,,,
EQ-0012,2024-09-28 00:00:00,断路器,龙华220kV变电站,0.832,0.591,-28.99,1.004,0.709,-29.37,,,,,,,8150.0,9210.333,13.01,,,,,,,0.473,0.486,2.75
EQ-0284,2024-09-28 00:00:00,断路器,石家庄高新35kV变电站,0.655,0.516,-21.17,0.79,0.671,-14.99,,,,,,,8526.333,10353.0,21.42,,,,,,,0.49,0.519,5.78
EQ-0238,2024-09-28 00:00:00,电力变压器,通州35kV变电站,0.717,0.547,-23.72,0.92,0.669,-27.28,69.833,45.6,-34.7,86.5,63.367,-26.74,9591.667,6122.667,-36.17,0.005,0.004,-14.42,12.533,16.167,28.99,,,
EQ-0305,2024-10-23 00:00:00,隔离开关,武昌110kV变电站,0.574,0.521,-9.28,0.728,0.638,-12.38,,,,,,,,,,,,,,,,,,
EQ-0229,2024-09-28 00:00:00,电容器组,亦庄110kV变电站,0.825,0.627,-24.0,0.996,0.784,-21.36,,,,,,,,,,0.004,0.004,15.19,,,,,,
EQ-0410,2024-09-28 00:00:00,电力变压器,沈阳浑南110kV变电站,0.688,0.552,-19.79,0.873,0.71,-18.59,68.533,46.2,-32.59,85.333,62.0,-27.34,8330.0,8608.667,3.35,0.004,0.004,8.67,13.367,8.833,-33.92,,,
EQ-0186,2024-09-28 00:00:00,断路器,杭州滨江110kV变电站,0.878,0.631,-28.18,1.038,0.753,-27.49,,,,,,,7164.0,10703.667,49.41,,,,,,,0.486,0.453,-6.86
EQ-0230,2024-09-28 00:00:00,电容器组,亦庄110kV变电站,0.852,0.621,-27.15,1.012,0.75,-25.9,,,,,,,,,,0.003,0.004,13.44,,,,,,
EQ-0102,2024-10-02 00:00:00,避雷器,前海110kV变电站,0.714,0.607,-15.04,0.904,0.759,-16.04,,,,,,,,,,,,,,,,,,
EQ-0151,2024-09-28 00:00:00,电力变压器,苏州工业园220kV变电站,0.622,0.481,-22.71,0.743,0.588,-20.85,69.3,49.8,-28.14,86.033,62.3,-27.59,7721.0,8281.0,7.25,0.005,0.006,19.97,14.533,14.867,2.29,,,
EQ-0023,2024-09-28 00:00:00,隔离开关,龙华220kV变电站,0.848,0.616,-27.34,0.998,0.786,-21.29,,,,,,,,,,,,,,,,,,
EQ-0253,2024-09-28 00:00:00,电力变压器,天津滨海220kV变电站,0.672,0.503,-25.12,0.865,0.639,-26.13,71.367,47.233,-33.82,88.867,61.8,-30.46,7976.0,10152.667,27.29,0.004,0.005,24.58,10.6,6.833,-35.53,,,
EQ-0283,2024-09-28 00:00:00,电力变压器,石家庄高新35kV变电站,0.825,0.632,-23.42,1.04,0.77,-25.96,78.133,52.167,-33.23,99.767,68.5,-31.34,8266.667,9002.0,8.9,0.005,0.004,-23.93,14.4,13.1,-9.03,,,
EQ-0173,2024-09-28 00:00:00,避雷器,苏州工业园220kV变电站,0.688,0.539,-21.65,0.866,0.664,-23.25,,,,,,,,,,,,,,,,,,
EQ-0252,2024-10-07 00:00:00,电力变压器,天津滨海220kV变电站,0.576,0.537,-6.84,0.714,0.685,-4.03,61.5,43.0,-30.08,79.6,56.833,-28.6,10212.333,7226.333,-29.24,0.004,0.005,21.42,7.867,14.233,80.93,,,
EQ-0299,2024-09-28 00:00:00,断路器,武昌110kV变电站,0.845,0.599,-29.11,1.028,0.736,-28.44,,,,,,,8951.0,9428.0,5.33,,,,,,,0.491,0.506,3.05
EQ-0171,2024-09-28 00:00:00,电容器组,苏州工业园220kV变电站,0.724,0.548,-24.33,0.888,0.679,-23.53,,,,,,,,,,0.004,0.005,23.61,,,,,,
EQ-0395,2024-09-29 00:00:00,电力变压器,成都高新35kV变电站,0.647,0.505,-21.99,0.798,0.641,-19.67,71.633,47.367,-33.88,89.433,63.2,-29.33,8862.667,11052.0,24.7,0.005,0.006,26.32,3.767,9.1,141.59,,,
EQ-0149,2024-10-17 00:00:00,电力变压器,苏州工业园220kV变电站,0.595,0.531,-10.86,0.737,0.635,-13.83,70.233,50.467,-28.14,88.933,64.8,-27.14,8216.333,9048.0,10.12,0.005,0.004,-20.72,13.667,9.9,-27.56,,,
EQ-0382,2024-09-29 00:00:00,隔离开关,重庆两江220kV变电站,0.833,0.647,-22.36,1.003,0.795,-20.74,,,,,,,,,,,,,,,,,,
EQ-0183,2024-09-29 00:00:00,电力变压器,杭州滨江110kV变电站,0.658,0.482,-26.7,0.864,0.565,-34.59,71.833,50.367,-29.88,90.367,66.1,-26.85,7790.0,11378.667,46.07,0.005,0.004,-3.83,8.7,9.8,12.64,,,
EQ-0336,2024-09-29 00:00:00,隔离开关,长沙星沙110kV变电站,0.833,0.699,-16.11,0.972,0.856,-11.94,,,,,,,,,,,,,,,,,,
EQ-0271,2024-09-29 00:00:00,电容器组,天津滨海220kV变电站,0.675,0.545,-19.32,0.844,0.682,-19.24,,,,,,,,,,0.005,0.004,-20.39,,,,,,
EQ-0106,2024-09-29 00:00:00,GIS组合电器,前海110kV变电站,0.717,0.585,-18.35,0.911,0.761,-16.47,80.167,55.8,-30.4,98.967,74.533,-24.69,6999.333,10680.667,52.6,,,,3.833,4.133,7.83,0.514,0.466,-9.33
EQ-0100,2024-09-29 00:00:00,电容器组,前海110kV变电站,0.883,0.631,-28.49,1.041,0.775,-25.5,,,,,,,,,,0.004,0.004,9.74,,,,,,
EQ-0267,2024-09-29 00:00:00,隔离开关,天津滨海220kV变电站,0.705,0.52,-26.17,0.876,0.667,-23.84,,,,,,,,,,,,,,,,,,
EQ-0120,2024-09-29 00:00:00,隔离开关,张江110kV变电站,0.69,0.496,-28.1,0.867,0.581,-33.07,,,,,,,,,,,,,,,,,,
EQ-0369,2024-09-29 00:00:00,断路器,重庆两江220kV变电站,0.765,0.582,-23.95,0.964,0.715,-25.88,,,,,,,8901.0,10263.0,15.3,,,,,,,0.472,0.471,-0.14
EQ-0071,2024-10-24 00:00:00,断路器,南沙110kV变电站,0.57,0.513,-10.04,0.726,0.626,-13.77,,,,,,,9262.333,9298.333,0.39,,,,,,,0.487,0.479,-1.71
EQ-0338,2024-09-29 00:00:00,隔离开关,长沙星沙110kV变电站,0.684,0.524,-23.37,0.854,0.673,-21.26,,,,,,,,,,,,,,,,,,
EQ-0041,2024-10-06 00:00:00,电力变压器,松山湖220kV变电站,0.612,0.535,-12.6,0.76,0.644,-15.23,71.4,51.167,-28.34,87.467,66.133,-24.39,7814.667,10762.333,37.72,0.005,0.005,-7.04,15.167,10.1,-33.41,,,
EQ-0294,2024-10-07 00:00:00,避雷器,石家庄高新35kV变电站,0.749,0.682,-8.85,0.927,0.826,-10.89,,,,,,,,,,,,,,,,,,
EQ-0158,2024-09-29 00:00:00,断路器,苏州工业园220kV变电站,0.699,0.523,-25.24,0.853,0.683,-19.91,,,,,,,9003.333,9870.0,9.63,,,,,,,0.502,0.485,-3.45
EQ-0321,2024-09-26 00:00:00,隔离开关,江夏35kV变电站,0.661,0.495,-25.16,0.822,0.626,-23.87,,,,,,,,,,,,,,,,,,
EQ-0436,2024-09-29 00:00:00,电容器组,大连开发区35kV变电站,0.689,0.556,-19.25,0.835,0.686,-17.84,,,,,,,,,,0.007,0.006,-2.07,,,,,,
EQ-0376,2024-09-29 00:00:00,断路器,重庆两江220kV变电站,0.616,0.512,-16.86,0.775,0.6,-22.58,,,,,,,8542.667,10048.0,17.62,,,,,,,0.46,0.478,3.77
EQ-0289,2024-09-30 00:00:00,隔离开关,石家庄高新35kV变电站,0.786,0.595,-24.31,0.955,0.759,-20.51,,,,,,,,,,,,,,,,,,
EQ-0418,2024-09-30 00:00:00,隔离开关,沈阳浑南110kV变电站,0.848,0.651,-23.21,1.006,0.771,-23.35,,,,,,,,,,,,,,,,,,
EQ-0373,2024-09-30 00:00:00,断路器,重庆两江220kV变电站,0.8,0.636,-20.53,1.029,0.787,-23.49,,,,,,,9951.333,8124.0,-18.36,,,,,,,0.469,0.517,10.38
EQ-0029,2024-09-30 00:00:00,避雷器,龙华220kV变电站,0.868,0.661,-23.79,1.023,0.819,-19.92,,,,,,,,,,,,,,,,,,
EQ-0309,2024-09-30 00:00:00,避雷器,武昌110kV变电站,0.766,0.582,-24.0,0.923,0.73,-20.94,,,,,,,,,,,,,,,,,,
EQ-0263,2024-09-30 00:00:00,断路器,天津滨海220kV变电站,0.846,0.642,-24.12,1.038,0.819,-21.05,,,,,,,8973.667,11333.0,26.29,,,,,,,0.461,0.491,6.5
EQ-0243,2024-09-30 00:00:00,断路器,通州35kV变电站,0.648,0.514,-20.67,0.799,0.618,-22.65,,,,,,,8143.0,8856.667,8.76,,,,,,,0.508,0.487,-4.01
EQ-0013,2024-09-30 00:00:00,断路器,龙华220kV变电站,0.797,0.59,-25.95,1.006,0.774,-23.1,,,,,,,8041.667,6995.333,-13.01,,,,,,,0.479,0.46,-4.1
EQ-0251,2024-09-30 00:00:00,避雷器,通州35kV变电站,0.713,0.577,-19.02,0.875,0.743,-15.07,,,,,,,,,,,,,,,,,,
EQ-0141,2024-10-08 00:00:00,电容器组,临港110kV变电站,0.633,0.563,-11.09,0.775,0.693,-10.53,,,,,,,,,,0.004,0.005,14.85,,,,,,
EQ-0429,2024-09-30 00:00:00,断路器,大连开发区35kV变电站,0.775,0.585,-24.54,1.03,0.707,-31.39,,,,,,,8221.333,8030.667,-2.32,,,,,,,0.482,0.466,-3.39
EQ-0397,2024-09-30 00:00:00,断路器,成都高新35kV变电站,0.785,0.586,-25.34,0.971,0.75,-22.75,,,,,,,9208.333,11207.0,21.7,,,,,,,0.467,0.49,4.92
EQ-0439,2024-09-30 00:00:00,避雷器,大连开发区35kV变电站,0.684,0.541,-20.89,0.864,0.675,-21.82,,,,,,,,,,,,,,,,,,
EQ-0014,2024-10-23 00:00:00,断路器,龙华220kV变电站,0.636,0.549,-13.73,0.828,0.66,-20.27,,,,,,,10720.0,10126.333,-5.54,,,,,,,0.517,0.474,-8.26
EQ-0148,2024-10-27 00:00:00,电力变压器,苏州工业园220kV变电站,0.675,0.619,-8.24,0.849,0.739,-12.97,72.3,50.5,-30.15,90.8,69.867,-23.05,7015.333,7576.0,7.99,0.005,0.004,-15.33,10.133,10.1,-0.33,,,
EQ-0285,2024-10-28 00:00:00,断路器,石家庄高新35kV变电站,0.72,0.676,-6.09,0.913,0.865,-5.33,,,,,,,7463.0,9272.667,24.25,,,,,,,0.49,0.458,-6.6
EQ-0081,2024-10-01 02:39:00,电容器组,南沙110kV变电站,0.668,0.623,-6.71,0.869,0.741,-14.72,,,,,,,,,,0.004,0.004,-2.45,,,,,,
EQ-0293,2024-10-03 00:00:00,避雷器,石家庄高新35kV变电站,0.675,0.596,-11.59,0.854,0.721,-15.6,,,,,,,,,,,,,,,,,,
EQ-0224,2024-10-03 00:00:00,隔离开关,亦庄110kV变电站,0.675,0.578,-14.4,0.899,0.715,-20.49,,,,,,,,,,,,,,,,,,
EQ-0037,2024-10-03 00:00:00,GIS组合电器,龙华220kV变电站,0.67,0.618,-7.76,0.835,0.799,-4.37,76.2,54.267,-28.78,93.833,71.433,-23.87,7141.333,7230.333,1.25,,,,9.8,9.4,-4.08,0.494,0.496,0.47
EQ-0141,2024-10-06 00:00:00,电容器组,临港110kV变电站,0.633,0.563,-11.09,0.775,0.693,-10.53,,,,,,,,,,0.004,0.005,14.85,,,,,,
EQ-0311,2024-10-09 00:00:00,避雷器,武昌110kV变电站,0.767,0.707,-7.82,0.933,0.818,-12.36,,,,,,,,,,,,,,,,,,
EQ-0316,2024-10-13 19:11:00,断路器,江夏35kV变电站,0.801,0.673,-16.03,0.964,0.825,-14.48,,,,,,,8408.333,7698.667,-8.44,,,,,,,0.478,0.471,-1.33
EQ-0257,2024-10-14 00:00:00,断路器,天津滨海220kV变电站,0.628,0.577,-8.08,0.772,0.747,-3.17,,,,,,,9034.667,10733.667,18.81,,,,,,,0.486,0.475,-2.26
EQ-0049,2024-10-16 00:00:00,断路器,松山湖220kV变电站,0.631,0.586,-7.14,0.804,0.753,-6.4,,,,,,,7912.667,8574.667,8.37,,,,,,,0.494,0.511,3.51
EQ-0324,2024-10-17 00:00:00,避雷器,江夏35kV变电站,0.718,0.641,-10.73,0.904,0.795,-12.12,,,,,,,,,,,,,,,,,,
EQ-0334,2024-10-17 00:00:00,断路器,长沙星沙110kV变电站,0.606,0.531,-12.39,0.799,0.664,-16.83,,,,,,,8914.0,10589.333,18.79,,,,,,,0.487,0.484,-0.62
EQ-0423,2024-10-20 15:04:00,避雷器,沈阳浑南110kV变电站,0.632,0.544,-13.79,0.784,0.688,-12.25,,,,,,,,,,,,,,,,,,
EQ-0401,2024-11-03 00:00:00,隔离开关,成都高新35kV变电站,0.592,0.586,-1.06,0.715,0.764,6.89,,,,,,,,,,,,,,,,,,
EQ-0439,2024-11-01 00:00:00,避雷器,大连开发区35kV变电站,0.622,0.557,-10.46,0.802,0.669,-16.51,,,,,,,,,,,,,,,,,,
EQ-0130,2024-11-02 00:00:00,电力变压器,临港110kV变电站,0.518,0.559,7.91,0.664,0.709,6.86,56.667,45.0,-20.59,73.8,60.233,-18.38,10844.333,9366.667,-13.63,0.004,0.004,-5.85,12.133,8.933,-26.37,,,
EQ-0088,2024-11-02 00:00:00,电力变压器,前海110kV变电站,0.498,0.554,11.26,0.579,0.71,22.56,63.767,50.567,-20.7,79.967,66.833,-16.42,10394.333,13266.333,27.63,0.004,0.004,-13.04,7.4,9.6,29.73,,,
EQ-0263,2024-11-30 00:00:00,断路器,天津滨海220kV变电站,0.625,0.662,5.96,0.8,0.818,2.23,,,,,,,9776.667,10220.333,4.54,,,,,,,0.471,0.487,3.4
EQ-0081,2024-11-04 00:00:00,电容器组,南沙110kV变电站,0.605,0.605,0.06,0.759,0.731,-3.72,,,,,,,,,,0.004,0.004,-16.65,,,,,,
EQ-0129,2024-11-07 00:00:00,电力变压器,临港110kV变电站,0.483,0.502,3.76,0.61,0.64,4.87,59.633,44.833,-24.82,74.433,59.1,-20.6,11498.0,11235.0,-2.29,0.003,0.003,19.22,7.767,10.367,33.48,,,
EQ-0349,2024-11-07 18:11:00,断路器,武侯110kV变电站,0.504,0.507,0.54,0.64,0.624,-2.41,,,,,,,9702.0,10638.0,9.65,,,,,,,0.485,0.507,4.54
EQ-0374,2024-11-09 00:00:00,断路器,重庆两江220kV变电站,0.649,0.662,1.99,0.818,0.858,4.92,,,,,,,10184.333,7196.667,-29.34,,,,,,,0.476,0.508,6.73
EQ-0086,2024-11-10 00:00:00,GIS组合电器,南沙110kV变电站,0.59,0.641,8.55,0.733,0.803,9.49,62.367,50.733,-18.65,78.533,67.1,-14.56,8736.667,11768.667,34.7,,,,4.233,6.367,50.39,0.469,0.459,-2.2
EQ-0291,2024-11-17 07:21:00,电容器组,石家庄高新35kV变电站,0.643,0.645,0.32,0.838,0.808,-3.54,,,,,,,,,,0.005,0.004,-20.29,,,,,,
EQ-0279,2024-11-19 00:00:00,GIS组合电器,天津滨海220kV变电站,0.556,0.617,11.05,0.665,0.737,10.84,54.533,43.5,-20.23,71.233,60.1,-15.63,9678.667,9821.0,1.47,,,,6.833,5.633,-17.56,0.501,0.486,-3.0
EQ-0406,2024-11-22 00:00:00,避雷器,成都高新35kV变电站,0.489,0.492,0.57,0.603,0.6,-0.58,,,,,,,,,,,,,,,,,,
EQ-0083,2024-11-23 00:00:00,避雷器,南沙110kV变电站,0.652,0.644,-1.29,0.789,0.79,0.08,,,,,,,,,,,,,,,,,,
EQ-0133,2024-11-25 00:00:00,断路器,临港110kV变电站,0.489,0.505,3.44,0.628,0.635,1.16,,,,,,,9312.0,10341.333,11.05,,,,,,,0.487,0.485,-0.34
EQ-0069,2024-11-26 00:00:00,电力变压器,南沙110kV变电站,0.613,0.676,10.26,0.747,0.877,17.31,63.4,55.7,-12.15,80.433,74.233,-7.71,9011.667,8748.333,-2.92,0.004,0.003,-14.71,9.733,11.267,15.75,,,
